,frame,master,center_lon,center_lat,heading,azimuth_resolution,range_resolution,avg_incidence_angle,centre_range_m,centre_time,s1AorB,opass,s1ab_offset_mm4,vel4,podoff4
444,049A_05532_131313,2019-05-10,-107.3025,34.6848,-10.1761,13.9747,2.3296,39.6214,879587.7004,1:08:40.389717,B,A,-15.95154222872534,14.751795486593295,-15.951542228725337
445,049A_05731_131313,2019-05-10,-106.8753,32.6922,-10.2388,13.9808,2.3296,39.6595,879587.7004,1:08:07.292176,B,A,12.225094711067037,1.4370116623943647,12.225094711067037
447,049A_06918_131313,2019-05-04,-104.4496,20.8275,-10.7381,14.0073,2.3296,39.6738,878003.0399,1:05:32.225293,A,A,-5.428388535826291,-38.82698069687985,119.07437259883716
448,049A_07091_051113,2019-05-04,-104.0464,18.8292,-10.8369,14.0073,2.3296,39.688,878003.0399,1:04:59.121587,A,A,52.508311238309965,-32.43680266427789,-38.78024897445613
450,049D_05335_131313,2016-09-04,65.9075,36.6343,-169.8582,13.962,2.3296,33.7496,879111.5787,1:39:17.075257,A,D,0.0,-26.171046791893968,41.11277126613727
451,049D_05534_131313,2016-09-04,65.4411,34.6437,-169.8227,13.9671,2.3296,33.7874,879111.5787,1:39:50.176908,A,D,0.0,-19.90630086101198,35.17403793580752
453,049D_05932_131313,2016-09-04,64.6071,30.6551,-169.6827,13.9784,2.3296,33.8907,879111.5787,1:40:56.382266,A,D,0.0,-12.786413319017294,57.77763768990255
455,049D_06331_131313,2016-09-04,63.7756,26.665,-169.5276,13.9897,2.3296,33.9762,879111.5787,1:42:02.585568,A,D,0.0,-10.711665814627647,60.21653653734103
456,049D_06459_040405,2016-09-04,63.5049,25.3355,-169.4692,13.9918,2.3296,34.0001,879111.5787,1:42:24.647854,A,D,0.0,-24.23895170701956,80.98536181923468
461,050D_04647_121313,2016-09-04,42.8182,43.5268,-169.9569,13.9415,2.3296,33.6732,880143.741,3:16:06.919129,A,D,-0.24453239357463624,-17.284941941999378,-34.33819251876328
463,050D_05046_141313,2016-09-04,41.8377,39.4738,-169.9309,13.9559,2.3296,33.7998,880142.5762,3:17:14.494514,A,D,45.20299934812167,-32.78903870261962,11.484681221125012
465,050D_05443_121313,2016-09-04,40.9754,35.5733,-169.8371,13.9643,2.3296,33.917,880143.741,3:18:19.311343,A,D,67.22336752988637,-59.46579310745267,-17.26401912718652
471,050D_08492_131313,2016-12-09,34.7314,5.0568,-168.3692,14.0369,2.3296,33.85,877716.3374,3:26:45.177034,A,D,0.0,-2.911935497740355,-11.22784163458029
473,051D_02601_131308,2020-05-22,24.8948,64.1043,-168.3435,13.8975,2.3296,39.2392,882954.1914,4:49:25.942356,A,D,-46.931066028655685,-30.522119997033574,82.201187468515
476,051D_04568_131313,2016-09-04,18.3145,44.2851,-169.9592,13.9407,2.3296,33.6992,880393.0042,4:54:38.861436,A,D,19.828505749684645,-0.29108016702029477,51.3503166582112
478,051D_04982_051313,2016-09-04,17.3048,40.0616,-169.9268,13.9515,2.3296,33.8264,880391.8394,4:55:49.205657,A,D,9.54638334847374,-35.26032539199727,34.386750322439156
479,051D_05177_000715,2016-09-04,16.3364,37.9769,-170.1937,13.926,2.3296,39.2448,903593.1144,4:56:25.055586,A,D,22.40698200017973,-11.67866878996077,56.917204591404165
481,052A_13183_181613,2019-11-30,173.0505,-42.1487,-17.6912,14.0668,2.3296,38.7553,885591.9805,7:22:26.538910,B,A,-33.66132685017874,24.96042096107939,-75.53991167630936
487,054A_05688_051313,2017-09-17,129.5687,33.1089,-10.247,13.9753,2.3296,39.5554,878642.5638,9:21:51.441848,B,A,-54.10892553683822,-7.657771358018389,57.86954655545444
493,054D_10879_131313,2017-03-09,-69.4365,-18.8067,-166.3869,14.0731,2.3296,33.5875,880308.2007,10:07:34.339105,B,D,4.647767779797807,-44.94487805913235,12.196964556894505
497,055A_05021_131313,2016-09-04,103.4088,39.7821,-10.0816,13.9605,2.3296,33.6678,878890.1039,11:03:02.637621,A,A,0.0,-19.25995033677912,38.05332701438324
498,055A_05221_131313,2016-09-04,103.8687,37.7946,-10.1136,13.9688,2.3296,33.7463,878890.1039,11:02:29.535970,A,A,0.0,-24.133869206164956,21.352886185447026
500,055A_05619_131313,2016-09-04,104.7597,33.8149,-10.208,13.9775,2.3296,33.8186,878890.1039,11:01:23.345001,A,A,-8.750133794931264,-24.181407163607755,38.129523737750915
501,055A_05818_131313,2016-09-04,105.1847,31.8186,-10.2738,13.9812,2.3296,33.8852,878890.1039,11:00:50.246433,A,A,0.0,-21.907973762341,34.85397016234811
502,055A_06018_131313,2016-09-04,105.5871,29.8248,-10.3544,13.9853,2.3296,33.9176,878890.1039,11:00:17.148894,A,A,0.0,-9.48417828394523,54.14912515861947
509,055D_07784_040200,2017-03-03,-86.9052,12.0694,-168.7224,14.0237,2.3296,33.9095,850757.4812,11:38:27.473268,A,D,0.0,15.42156233502764,51.9724622848714
519,056A_05457_131313,2016-09-04,79.7575,35.4361,-10.1412,13.9781,2.3296,33.8143,879113.409,12:40:34.896271,A,A,-23.68916456067376,11.813172880941622,46.92090176793296
522,056A_06055_131313,2016-09-04,80.9958,29.4539,-10.3601,13.9844,2.3296,33.9446,879113.409,12:38:55.597485,A,A,0.0,34.62406074731545,109.32616815005915
523,056A_06255_131313,2016-09-04,81.3898,27.4564,-10.449,13.9881,2.3296,33.9734,879113.409,12:38:22.504056,A,A,0.0,28.891140576334404,75.24684881605702
524,056D_05559_131313,2017-03-03,-107.4069,34.3914,-169.8052,13.9709,2.3296,33.8283,879204.2619,13:11:03.284342,A,D,0.0,-2.834703144417721,15.14384081761494
533,057A_05393_151514,2019-12-30,54.8718,36.0748,-10.1599,13.9702,2.3296,39.5141,879037.5318,14:19:48.164841,A,A,0.0,11.16043279169617,-32.73398583485
539,057A_06387_130911,2016-09-04,57.0071,25.9717,-10.5123,13.9942,2.3296,34.0125,879063.1571,14:16:42.524709,A,A,0.0,32.45891411389906,67.32102777793544
540,057A_09245_131313,2019-05-04,38.1489,-2.4412,-12.1436,14.0519,2.3296,39.5772,878361.6261,15:47:48.139989,A,A,0.0,-3.4980588396469634,-52.755760882797766
547,058A_08540_131313,2019-05-04,36.6608,4.6112,-11.6574,14.0393,2.3296,39.6834,878361.6261,15:49:44.945948,A,A,24.082518805402348,23.271817160053782,-59.714612881992224
555,060A_00001_030604,2020-03-11,-17.5031,28.2238,-10.415,13.9857,2.3296,39.6011,878308.8782,19:13:49.862712,A,A,21.4537042014059,-24.19457789795342,44.366986930855425
559,060D_03564_141313,2017-03-03,158.8771,54.3366,-169.709,13.9205,2.3296,33.6244,881680.753,19:40:28.893228,A,D,0.0,-166.31968722322037,-68.60382360128314
560,060D_03718_021307,2017-03-03,158.2831,52.3846,-169.8153,13.9229,2.3296,33.669,881680.753,19:41:01.567323,A,D,0.0,65.34069117989414,78.83748480960014
564,061D_05289_021007,2017-03-09,129.6815,36.7674,-169.871,13.9591,2.3296,33.9868,880700.3991,21:23:24.714367,B,D,-34.05911797339023,6.771561296815155,-34.05911797339023
568,061D_07906_131313,2017-02-07,124.375,10.924,-168.7273,14.0238,2.3296,33.9399,877687.2179,21:31:15.380674,A,D,14.835970621122751,-80.96586519461044,-39.19383670397542
570,061D_08277_110410,2017-03-03,123.6086,7.1188,-168.4977,14.0343,2.3296,33.9182,877687.2179,21:32:17.920223,A,D,47.19028750358883,130.33215313607616,86.71623641377377
582,062D_05035_131313,2016-09-16,105.6643,39.6258,-169.9163,13.9569,2.3296,33.6829,879060.1618,23:02:07.221893,A,D,-8.583619280547383,6.014265501190156,48.85747745146033
585,062D_05631_131313,2016-09-16,104.3153,33.6566,-169.7873,13.9734,2.3296,33.8382,879060.1618,23:03:46.509373,A,D,24.073744831187497,14.031616456990406,42.14954566636473
586,062D_05831_131313,2016-09-16,103.8898,31.6638,-169.722,13.9762,2.3296,33.8731,879061.3266,23:04:19.605885,A,D,0.0,8.94561221828034,58.102812490937204
587,062D_06031_131313,2016-09-16,103.4774,29.6702,-169.6463,13.9788,2.3296,33.9061,879061.3266,23:04:52.702397,A,D,40.06438577861389,10.082129007380841,62.004799443233615
589,062D_06430_131313,2016-09-16,102.6438,25.6817,-169.4888,13.9928,2.3296,33.9923,879061.3266,23:05:58.900560,A,D,29.117002743535497,16.926104020645603,39.88847034141608
595,063A_07458_041304,2019-05-05,-88.9821,15.6728,-10.995,14.0197,2.3296,39.7509,878643.0038,0:06:30.659585,A,A,0.0,6.194159424304072,-26.243920897360955
596,063A_07559_161820,2020-06-16,-88.7266,14.25,-11.0788,14.0209,2.3296,39.7544,878643.0038,0:06:16.162133,A,A,42.46427557792272,0.7047413153497123,37.78311894765883
600,063D_05260_131413,2016-09-17,80.4438,37.3822,-169.8921,13.9606,2.3296,33.7567,879345.0341,0:41:29.221138,A,D,-242.38221940463905,65.03335310917116,54.9536825973888
603,063D_05462_131313,2016-09-17,79.9809,35.3666,-169.8517,13.9646,2.3296,33.7957,879345.0341,0:42:02.795567,A,D,14.157068898046667,-25.678717334225453,11.671153286963348
605,063D_05860_131313,2016-09-17,79.1262,31.3786,-169.7246,13.9824,2.3296,33.9033,879347.3636,0:43:08.990646,A,D,71.34367265059512,-21.890563934008775,-4.3851620176045545
606,063D_06060_131313,2016-09-17,78.7193,29.38,-169.6441,13.9866,2.3296,33.9358,879347.3636,0:43:42.087158,A,D,75.1418136007339,-28.45768970036271,17.135817296368117
607,063D_06265_141314,2016-09-17,78.4226,27.8551,-169.5736,13.9852,2.3296,33.9942,879347.3636,0:44:07.393112,A,D,75.00147964507644,-27.384597191605884,7.715303336964591
608,064A_04019_131313,2019-04-17,-121.2659,49.8139,-10.1105,13.9335,2.3296,39.2925,879737.4579,1:54:00.190716,B,A,20.198230234963734,-10.739498592765441,-4.547025211547346
609,064A_04218_131313,2019-04-17,-120.7208,47.8329,-10.0592,13.9418,2.3296,39.3416,879735.1283,1:53:27.090092,B,A,23.756321603483705,-19.76245919478153,23.756321603483705
611,064A_05011_131313,2019-04-17,-118.7584,39.8919,-10.061,13.9617,2.3296,39.5317,879735.1283,1:51:14.687599,B,A,-19.43682796324799,-44.32500784929762,109.85767107525946
612,064A_05211_131313,2019-04-17,-118.3092,37.9021,-10.1004,13.9658,2.3296,39.576,879737.4579,1:50:41.589031,B,A,-18.532345749180767,-5.828464725857455,66.39109124742039
613,064A_05410_131313,2019-04-17,-117.8651,35.9117,-10.1469,13.971,2.3296,39.6181,879737.4579,1:50:08.490464,B,A,-33.43853152631298,-36.35306819918109,93.84474101214701
615,064D_04889_131313,2016-09-17,56.6511,41.0906,-169.9291,13.949,2.3296,33.6301,879257.6755,2:19:11.994915,A,D,0.0,-6.07360696439078,11.966231946847449
616,064D_05088_131313,2016-09-17,56.1889,39.1051,-169.9019,13.9527,2.3296,33.6718,879257.6755,2:19:45.092454,A,D,0.0,-13.087366258338456,40.550071588675245
617,064D_05287_131313,2016-09-17,55.7098,37.1151,-169.8799,13.9616,2.3296,33.7518,879257.6755,2:20:18.186911,A,D,0.0,-19.52403703568558,37.95758622664132
618,064D_05486_131313,2016-09-17,55.2855,35.1261,-169.8211,13.9657,2.3296,33.7898,879257.6755,2:20:51.284452,A,D,0.0,-20.79414182273201,29.82370450452287
619,064D_05685_131313,2016-12-22,54.8466,33.1364,-169.7647,13.9687,2.3296,33.8224,879257.6755,2:21:23.429788,A,D,0.0,-24.053487095230352,26.61705323328985
620,064D_05884_131313,2016-09-17,54.4116,31.1427,-169.7054,13.9776,2.3296,33.8942,879257.6755,2:21:57.477475,A,D,0.0,-25.757745498036858,30.24141251778522
621,064D_06083_131313,2016-09-17,53.9977,29.1481,-169.6296,13.9829,2.3296,33.9255,879257.6755,2:22:30.577071,A,D,0.0,-17.420271882773577,-13.785549246781276
622,064D_06255_111008,2016-09-17,53.6633,27.5145,-169.5621,13.9864,2.3296,33.9545,879258.8403,2:22:57.671358,A,D,0.0,-38.03392087832438,26.913848150092683
628,065D_07467_131313,2017-03-10,26.5252,15.3191,-168.9724,14.0134,2.3296,33.895,877790.7761,4:04:18.790333,B,D,68.00907446788851,-59.64484510709538,68.00907446788851
644,069A_07127_060500,2019-06-16,121.8696,18.7516,-10.9621,14.0109,2.3296,36.9991,850767.3576,9:59:10.801477,B,A,86.7636654803043,-67.0232669085571,86.7636654803043
646,069A_07825_090908,2020-05-29,123.647,11.7645,-11.2258,14.0269,2.3296,39.6612,877693.6,9:57:19.604327,B,A,10.298624398903595,98.80304853728272,50.25855163722269
648,069A_08127_131414,2019-08-27,124.2603,8.7395,-11.4015,14.0325,2.3296,39.6502,877693.6,9:56:28.141913,B,A,11.905105422953985,33.63385534981952,36.82707955649481
649,069A_08324_101313,2019-08-27,124.6814,6.6817,-11.5274,14.0352,2.3296,39.636,877693.6,9:55:54.074150,B,A,-4.544259772970019,-8.669353407506907,61.1150804146694
651,069A_09108_131313,2019-05-05,101.624,-1.0753,-12.0423,14.0484,2.3296,39.6321,878814.2266,11:33:05.463636,A,A,0.0,10.022909967214444,73.39067976510592
652,069A_09283_080913,2019-05-05,102.0515,-3.073,-12.1882,14.0497,2.3296,39.5943,878814.2266,11:32:32.363012,A,A,0.0,-17.790375475866842,41.24552303179095
662,070A_05026_131313,2016-09-05,93.1364,39.7436,-10.0794,13.961,2.3296,33.6488,878804.5757,11:44:10.623931,A,A,0.0,-13.505088860034837,31.822237765394966
663,070A_05251_161617,2016-09-05,93.6699,37.4841,-10.1089,13.9732,2.3296,33.7279,878804.5757,11:43:32.958944,A,A,0.0,-20.435239706758107,25.355616043949823
664,070A_05479_131313,2016-09-05,94.1946,35.2156,-10.1528,13.9767,2.3296,33.7652,878804.5757,11:42:55.242570,A,A,0.0,-8.721686508865188,27.916316779294515
666,070A_05877_131313,2016-09-05,95.0558,31.2325,-10.2768,13.9871,2.3296,33.8667,878804.5757,11:41:49.047491,A,A,0.0,-7.058089215382661,65.59941111129096
669,070A_06477_131313,2016-09-05,96.2556,25.2411,-10.5367,13.9957,2.3296,33.9757,878804.5757,11:40:09.750760,A,A,0.0,-28.56492914307512,95.33905985045908
678,071A_05240_131313,2016-09-17,68.9614,37.6001,-10.1053,13.9676,2.3296,33.7502,878941.0214,13:22:20.176239,A,A,0.0,-2.584464960485683,-11.557278124375406
680,071A_05638_131313,2016-09-17,69.8287,33.6198,-10.2153,13.9768,2.3296,33.8234,878941.0214,13:21:13.971909,A,A,0.0,10.828506579934794,45.00897128984332
689,072A_04892_131313,2016-09-05,43.4374,41.0932,-10.0707,13.9592,2.3296,33.6719,879027.2152,15:02:02.403381,A,A,33.74897199536208,4.448028580403073,42.96359414341362
692,072A_05289_131313,2016-09-05,44.3686,37.1122,-10.1268,13.9672,2.3296,33.7902,879027.2152,15:00:56.206244,A,A,40.60140942342893,22.08470316513051,38.4646922693917
695,072A_05887_131313,2016-09-05,45.6428,31.1375,-10.3138,13.9827,2.3296,33.9249,879027.2152,14:59:16.918764,A,A,29.275205007762143,32.27274148793524,47.425671691492596
698,073A_04168_131313,2016-09-05,16.9678,48.3284,-10.0745,13.9359,2.3296,33.7176,880843.9408,16:42:47.646523,A,A,-45.95600148926484,44.022849360763296,-70.03162333486065
701,073A_04736_051113,2016-09-05,18.4824,42.3748,-10.0362,13.9496,2.3296,33.8918,880843.9408,16:41:08.337459,A,A,17.268018940566233,120.83861255698521,66.54492944170316
709,073D_03461_000300,2020-07-22,-161.8521,55.3814,-169.761,13.8834,2.3296,39.0616,878772.4634,17:04:17.261602,A,D,27.653981879728384,16.53657475043054,-10.190016709480584
711,073D_13010_161205,2019-11-13,174.704,-40.2401,-162.8158,14.0684,2.3296,38.8428,885641.0085,17:30:46.113890,A,D,0.0,9.83978172720035,58.52943940110963
713,073D_13256_001823,2019-11-25,173.2349,-42.4262,-161.848,14.0705,2.3296,40.8016,908381.0302,17:31:24.908893,A,D,104.9483882822012,-34.187007521055804,81.36992910384106
723,076A_10855_131313,2019-05-11,-67.1084,-18.541,-13.5889,14.0718,2.3296,39.3546,881095.5927,22:58:45.869565,B,A,-28.877867603345955,14.59107096172574,13.15317418369266
724,076A_11050_131113,2019-05-11,-66.5858,-20.5247,-13.8167,14.0753,2.3296,39.2788,881095.5927,22:58:12.772026,B,A,-86.86569114303701,3.793578963167855,46.25393077563731
737,077D_05487_141313,2016-09-17,94.3233,35.1182,-169.8454,13.9729,2.3296,33.778,878976.6305,23:44:30.940115,A,D,33.73807223907644,-16.575996813684615,30.935592856532338
747,078D_05037_131313,2016-09-06,70.6893,39.6037,-169.9189,13.9541,2.3296,33.6607,879060.1618,1:22:00.341837,A,D,0.0,-28.722648691722522,39.54787689746626
749,078D_05435_131313,2016-09-06,69.7638,35.6198,-169.8516,13.972,2.3296,33.7789,879060.1618,1:23:06.543083,A,D,0.0,-35.98392292327556,7.256190176654758
750,078D_05634_131313,2016-09-06,69.353,33.6303,-169.7821,13.9716,2.3296,33.8154,879060.1618,1:23:39.640623,A,D,0.0,-45.0875604934981,0.09956678353870009
751,078D_05834_131313,2016-09-06,68.9311,31.6378,-169.7151,13.9745,2.3296,33.8502,879060.1618,1:24:12.744329,A,D,0.0,-27.226617319437736,42.495935342305984
752,078D_06033_131313,2016-09-06,68.5056,29.6429,-169.6462,13.9821,2.3296,33.9142,879060.1618,1:24:45.842897,A,D,0.0,-40.70637354628768,30.45937236994278
758,079D_05011_131313,2016-12-23,46.0526,39.8698,-169.9294,13.9546,2.3296,33.7099,879709.1113,3:00:40.025306,A,D,0.0,-28.090407687375784,56.51009174322538
760,079D_05408_131313,2016-09-18,45.1499,35.8916,-169.8515,13.9652,2.3296,33.8338,879709.1113,3:01:47.237772,A,D,41.40179947807504,-80.29711273409872,117.59261429674058
762,079D_05807_131313,2017-11-30,44.3174,31.9034,-169.7135,13.9724,2.3296,33.8052,878871.5265,3:02:17.151397,B,D,-37.99457247058623,-18.580019720451222,46.281603140307794
763,079D_07502_111213,2016-12-11,40.8677,15.0381,-168.9579,14.0155,2.3296,33.8974,877715.1726,3:07:32.436191,A,D,0.0,-28.49782317896015,22.415831053992722
764,079D_07694_131313,2016-12-11,40.4608,13.0414,-168.8491,14.0195,2.3296,33.8999,877716.3374,3:08:05.528592,A,D,0.0,-40.30909356902728,36.22901298730802
765,079D_07894_131313,2016-12-11,40.0614,11.0429,-168.7345,14.0234,2.3296,33.8987,877716.3374,3:08:38.629215,A,D,0.0,-22.79628157802512,44.367973720228065
767,079D_08294_131313,2016-12-11,39.2414,7.0447,-168.496,14.0344,2.3296,33.8749,877716.3374,3:09:44.830461,A,D,0.0,-27.11146022412878,10.631374182662439
768,079D_08494_131313,2016-12-11,38.8394,5.0432,-168.3695,14.036,2.3296,33.8603,877716.3374,3:10:17.930056,A,D,0.0,0.8864972964896155,-40.442351824276834
770,079D_09093_131313,2017-04-28,37.591,-0.9532,-167.9671,14.0451,2.3296,33.8063,878000.9359,3:11:13.868464,B,D,-107.59175078270239,44.157209792424496,-107.59175078270238
771,079D_09298_141313,2017-09-19,37.1461,-3.0053,-167.8176,14.0479,2.3296,33.8046,878201.2782,3:11:55.546206,B,D,-25.375168264964334,-17.430909809231437,26.61285064960179
773,080D_04608_131313,2016-09-06,22.3085,43.8848,-169.974,13.9424,2.3296,33.8417,881141.7919,4:38:18.218134,A,D,27.358874384206796,-13.39440272448862,54.246180095539486
774,080D_04807_131313,2016-09-06,21.8256,41.8974,-169.965,13.9473,2.3296,33.8842,881141.7919,4:38:51.320812,A,D,18.469350566593047,-55.84670184977763,30.031807127739796
775,080D_05003_131312,2016-09-06,21.3728,39.9401,-169.9367,13.9507,2.3296,33.926,881141.7919,4:39:23.938381,A,D,12.286434174032161,-23.333606740815096,34.580541670563775
776,080D_05196_131104,2016-09-06,20.9284,37.9789,-169.8988,13.9583,2.3296,34.0064,881141.7919,4:39:56.552865,A,D,28.88410618225557,-7.069690388568983,29.988074151731194
779,080D_06835_131313,2017-03-11,17.5109,21.6362,-169.2926,14.0031,2.3296,33.8745,877807.083,4:43:42.820789,B,D,-13.680894097888332,-2.0016592454379163,-13.680894097888332
783,081A_12528_140900,2019-11-08,173.9738,-35.2815,-15.7686,14.0679,2.3296,36.3865,858432.449,7:07:59.412006,B,A,36.87741776426175,26.097055347836907,-84.44968852354857
785,081A_12881_141414,2019-11-08,175.7496,-38.7802,-16.8208,14.0676,2.3296,38.8281,884645.8454,7:06:56.922067,B,A,6.806993461672719,36.17262009965352,-85.78637163244322
786,081A_13045_090804,2019-11-08,176.4087,-40.4868,-17.2223,14.0676,2.3296,38.7449,884645.8454,7:06:27.967502,B,A,-55.500289317070305,43.86597243694131,-55.500289317070305
799,083D_11056_131313,2017-03-11,-65.8242,-20.5816,-166.1699,14.0701,2.3296,33.9523,883054.7543,9:51:36.679553,B,D,22.71287704919443,-21.450707299810855,42.12356067618438
802,083D_11651_131313,2017-03-11,-67.4617,-26.5301,-165.4057,14.0741,2.3296,33.658,883054.7543,9:53:15.976283,B,D,-90.62213385071368,-20.20644591978648,72.92333322711725
808,083D_12832_131313,2017-03-11,-71.3236,-38.3421,-163.3217,14.0703,2.3296,32.9881,883054.7543,9:56:34.577967,B,D,-18.2101573090618,-115.02089295963276,9.779444893111265
809,083D_13027_131313,2017-03-11,-72.0903,-40.2942,-162.8602,14.0695,2.3296,32.8951,883054.7543,9:57:07.678589,B,D,-158.0144189942727,-2.502151556633297,83.07843410273973
810,083D_13222_131313,2017-03-11,-72.9006,-42.2424,-162.3569,14.0685,2.3296,32.7131,883053.5895,9:57:40.776130,B,D,66.07873616057313,-18.593977361703086,-1.3404382696236297
818,084A_05125_131313,2016-09-06,107.7688,38.7509,-10.0937,13.9627,2.3296,33.7557,879334.5511,10:46:18.121670,A,A,0.0,-2.2813161046170163,70.86391377860505
819,084A_05324_131313,2016-09-06,108.2212,36.7616,-10.133,13.9699,2.3296,33.838,879333.3863,10:45:45.025157,A,A,0.0,7.595818116759734,91.26310972348239
820,084A_05722_131313,2016-09-18,109.0812,32.7756,-10.2497,13.9791,2.3296,33.808,878475.4418,10:44:39.351817,A,A,0.0,-5.711955794719983,30.75955643791057
821,084A_05922_131313,2020-04-30,109.5032,30.7828,-10.3184,13.9847,2.3296,39.6178,878951.338,10:44:23.481888,A,A,0.0,-14.775693544811162,78.12971011343596
824,084D_08014_091312,2017-03-05,-83.5829,9.9248,-168.6674,14.027,2.3296,33.9055,877648.7801,11:22:36.713172,A,D,-27.004878384233187,-31.387229590536844,-2.106708268308348
835,085A_05455_131313,2016-09-06,83.8612,35.454,-10.1443,13.9785,2.3296,33.8327,879201.9324,12:24:07.817204,A,A,0.0,7.418924703022454,-25.06762030329571
837,085A_05853_131313,2016-09-06,84.7265,31.4688,-10.2658,13.9899,2.3296,33.9326,879201.9324,12:23:01.614929,A,A,0.0,21.67187757720944,84.39371295871594
839,085A_06253_131313,2016-09-06,85.522,27.4748,-10.4377,13.9884,2.3296,33.9902,879201.9324,12:21:55.416767,A,A,35.548938628488486,21.851650393984478,93.76083775227553
842,086A_05013_131313,2016-09-06,58.1189,39.8786,-10.0881,13.958,2.3296,33.7343,879358.5122,14:04:06.217500,A,A,0.0,3.347968321864048,24.40126257578846
843,086A_05211_131313,2016-09-06,58.5753,37.8903,-10.122,13.9643,2.3296,33.7743,879358.5122,14:03:33.118933,A,A,0.0,6.616302729065159,67.00247004754539
844,086A_05410_131313,2016-09-06,59.0331,35.9005,-10.1592,13.9716,2.3296,33.8521,879358.5122,14:03:00.023448,A,A,0.0,21.678753148411886,59.22982993894811
845,086A_05609_131313,2016-09-06,59.4663,33.9099,-10.2153,13.9754,2.3296,33.8912,879358.5122,14:02:26.928991,A,A,0.0,20.68477610422865,68.10891687509607
846,086A_06008_131313,2016-09-18,60.2987,29.9198,-10.3572,13.9863,2.3296,33.8326,878319.0284,14:01:21.241625,A,A,0.0,11.978508914497572,72.8537204465493
848,086A_06402_111313,2016-09-18,61.1246,26.1419,-10.4884,13.9922,2.3296,33.8895,878316.6988,14:00:15.039352,A,A,0.0,9.296573371260125,36.527874300249586
856,087A_05529_040414,2016-09-06,34.6621,34.3869,-10.2102,13.973,2.3296,33.8725,879170.4833,15:41:19.528881,A,A,30.915068475366198,39.84211649720949,58.770938400468324
862,087A_08308_141414,2016-12-23,40.2941,6.9302,-11.5125,14.0374,2.3296,39.642,877689.0482,15:33:43.860607,A,A,-71.9291846203899,63.73396296122561,-73.19974230747722
872,090D_08876_130400,2017-03-17,126.8662,1.3466,-168.1285,14.0411,2.3296,34.1043,852597.8352,21:17:25.279699,A,D,0.0,-89.03329321197036,-114.2369115895456
888,091D_09272_091105,2017-03-05,101.0009,-2.6547,-167.8417,14.0486,2.3296,33.8106,877965.6006,22:57:16.973172,A,D,0.0,-11.669719862740758,-62.11739477156867
890,092A_07741_131013,2019-05-06,-84.2783,12.5142,-11.18,14.0253,2.3296,39.6566,877624.9852,23:49:11.048333,A,A,0.0,-42.72841427812677,68.8524671910124
892,092A_07941_091203,2019-05-06,-83.9521,11.112,-11.2533,14.0289,2.3296,39.6532,877623.8205,23:48:44.843073,A,A,7.20152639974648,15.939910815203147,-40.839219201245825
894,092A_08084_081213,2019-05-06,-83.5619,9.0158,-11.3818,14.0309,2.3296,39.6452,877623.8205,23:48:13.117617,A,A,31.624484685480976,38.9715639008977,79.38387118103601
901,092D_05981_121313,2016-09-19,82.9774,30.2052,-169.6895,13.9869,2.3296,33.9395,879347.3636,0:27:01.187066,A,D,29.902452943013472,-22.512877691263014,27.902261373549134
903,092D_06191_141214,2016-09-19,82.5672,28.1189,-169.5964,13.9914,2.3296,33.9697,879347.3636,0:27:35.662857,A,D,34.81254755897829,-32.666170244420336,40.1670837060944
