,frame,master,center_lon,center_lat,heading,azimuth_resolution,range_resolution,avg_incidence_angle,centre_range_m,centre_time,s1AorB,opass,s1ab_offset_mm4,vel4,podoff4
904,092D_06405_141415,2016-09-19,82.2595,26.5092,-169.5178,13.9887,2.3296,34.0223,879347.3636,0:28:02.347062,A,D,49.8223618997627,-66.73649949644647,0.0763387752667183
909,093D_05078_131313,2016-09-19,60.3291,39.2005,-169.9011,13.954,2.3296,33.6467,878975.1328,2:03:16.088389,A,D,0.0,-20.35004752858973,35.82018753806186
911,093D_05476_131313,2016-09-19,59.4284,35.2223,-169.8194,13.9665,2.3296,33.7638,878975.1328,2:04:22.287579,A,D,0.0,-24.832639479548206,10.900451031382728
912,093D_05675_131313,2016-09-19,58.9904,33.2314,-169.7649,13.9707,2.3296,33.7998,878973.968,2:04:55.393341,A,D,0.0,-27.686668592496755,32.74482876460998
913,093D_05874_131313,2016-09-19,58.5499,31.2377,-169.707,13.9757,2.3296,33.8342,878973.968,2:05:28.487798,A,D,0.0,-28.26375696930527,12.786996475939398
914,093D_06074_131313,2016-09-19,58.1438,29.245,-169.6277,13.9812,2.3296,33.8973,878973.968,2:06:01.587393,A,D,0.0,-34.653661042956614,32.22368094302197
915,093D_06273_131313,2016-09-19,57.7323,27.2491,-169.5477,13.9864,2.3296,33.9259,878975.1328,2:06:34.682877,A,D,0.0,-29.16263574831938,36.64610425841689
917,093D_06417_040510,2016-09-19,57.3759,25.5273,-169.4759,13.9894,2.3296,33.9521,878975.1328,2:07:03.227360,A,D,0.0,-40.933298956651946,27.88665447895514
924,095A_03649_040505,2020-04-01,-167.5363,53.5125,-10.2177,13.923,2.3296,39.3369,881169.3067,4:56:09.561027,B,A,26.39963222114668,-14.477534499133428,41.73490780438334
927,095D_04589_131313,2016-09-07,12.0888,44.0907,-169.9626,13.9418,2.3296,33.804,880908.8357,5:19:23.344581,A,D,45.86948073764448,-15.751117678913703,28.341170785286675
928,095D_04767_130707,2016-09-07,11.6117,42.1319,-169.9554,13.9462,2.3296,33.8467,880908.8357,5:19:55.962150,A,D,29.760421364765012,179.09832730203024,86.5334387266633
929,096A_09625_110000,2019-10-28,155.4678,-6.2408,-12.3196,14.0548,2.3296,33.7983,824140.9633,7:57:12.234752,B,A,-91.11322200038973,29.522566474609867,-91.11322200038973
938,099A_04855_080909,2016-09-07,96.8846,41.3588,-10.0517,13.9553,2.3296,33.5915,878759.8148,11:28:10.180346,A,A,0.0,-20.701376216486494,20.931065634345707
939,099A_05018_131313,2016-09-07,97.2419,39.8133,-10.0739,13.9678,2.3296,33.6716,878759.8148,11:27:44.383114,A,A,0.0,-17.417847355501966,21.14955775064261
940,099A_05217_131313,2016-09-07,97.7247,37.8247,-10.0917,13.9681,2.3296,33.7109,878759.8148,11:27:11.281463,A,A,0.0,-14.47268435376454,26.74072534899957
941,099A_05416_131313,2016-09-07,98.1566,35.8364,-10.1459,13.9751,2.3296,33.7488,878759.8148,11:26:38.184951,A,A,0.0,-13.81205611642513,12.987982842696793
942,099A_05417_131313,2016-09-07,98.1649,35.8361,-10.1402,13.9751,2.3296,39.4983,878759.8148,11:26:38.184951,A,A,0.0,-13.159102573109827,-14.575374863138421
943,099A_05615_131313,2016-09-07,98.6042,33.8456,-10.1946,13.9832,2.3296,33.8194,878759.8148,11:26:05.087411,A,A,0.0,-17.591741593007548,5.616972492137268
944,099A_05815_131313,2016-09-07,99.0361,31.8537,-10.2568,13.986,2.3296,33.8519,878759.8148,11:25:31.990899,A,A,28.42273613278718,-26.435891239203887,19.199634158341308
945,099A_06014_131313,2016-09-07,99.4549,29.8598,-10.3299,13.9895,2.3296,33.8824,878759.8148,11:24:58.894387,A,A,0.0,-24.568271735665032,61.22743039046954
946,099A_06214_131313,2016-09-07,99.8508,27.8638,-10.4175,13.9951,2.3296,33.9367,878759.8148,11:24:25.794792,A,A,0.0,-30.000784944808508,85.94610581672923
959,100A_05637_131313,2016-09-19,73.9274,33.6344,-10.2221,13.9732,2.3296,33.8553,879205.2603,13:04:46.844100,A,A,0.0,-11.426625480604676,46.97031854568626
961,100A_06036_131313,2016-09-19,74.698,29.9779,-10.35,13.9802,2.3296,33.9263,879205.2603,13:03:46.150717,A,A,0.0,49.48003487373139,90.94146589835528
969,101A_04411_111112,2019-11-27,46.3672,45.8754,-10.0704,13.9443,2.3296,39.2778,878900.4204,14:47:13.966046,A,A,0.0,6.38239802421219,49.65082601457331
970,101A_04597_131313,2019-11-27,46.8484,44.03,-10.0504,13.9515,2.3296,39.323,878900.4204,14:46:43.140925,A,A,0.0,20.762890368456105,54.83650564546196
971,101A_04798_131413,2019-11-27,47.3401,42.0151,-10.0567,13.9528,2.3296,39.3713,878900.4204,14:46:09.557245,A,A,0.0,4.274920948674084,46.40793625474714
973,101A_05193_131313,2019-11-27,48.2597,38.0678,-10.1111,13.9666,2.3296,39.4616,878900.4204,14:45:03.831861,A,A,60.730886683845256,15.645115060026633,32.06956880759793
976,101A_05808_131313,2016-09-07,49.6016,31.9295,-10.2805,13.9789,2.3296,33.8984,879018.3962,14:43:02.671409,A,A,0.0,30.048932892406757,64.82720679522866
977,101A_05977_060913,2016-09-07,50.0148,29.9359,-10.3549,13.9828,2.3296,33.929,879018.3962,14:42:29.569759,A,A,0.0,32.614961688936766,77.57256727855808
978,101A_06166_041107,2016-09-07,50.3341,28.3823,-10.4162,13.9865,2.3296,33.9572,879018.3962,14:42:03.793082,A,A,0.0,39.71585458739278,82.48078106227284
993,102D_03135_131313,2017-03-12,-156.4988,58.6343,-169.3585,13.9083,2.3296,33.542,882272.5208,16:45:47.285033,B,D,0.0,-35.437134057987706,16.07108057864978
994,102D_03311_000303,2020-07-24,-157.882,56.8732,-170.1742,13.88,2.3296,41.4087,905346.942,16:47:25.867429,A,D,20.218890940821122,5.279718664271738,-22.597613772920567
1011,105D_09782_131111,2017-03-06,114.2688,-7.7531,-167.4446,14.0549,2.3296,33.8148,878853.4965,22:01:05.557516,A,D,0.0,-6.31891848678051,95.41160520437425
1014,106A_09048_000909,2020-12-10,-91.5055,-0.4693,-12.0191,14.0343,2.3296,41.6437,901242.4791,0:26:14.884940,B,A,7.98622338356706,2.7465947431485107,118.0850133504044
1016,106D_03814_131313,2017-03-12,102.5912,51.8363,-169.8315,13.9247,2.3296,33.5263,880647.4848,23:22:39.306232,B,D,322.39985015835276,-113.56628886233284,-36.825434663761584
1024,106D_05646_131313,2016-09-19,98.0893,33.5233,-169.798,13.9764,2.3296,33.8079,878978.96,23:28:30.085076,A,D,13.185613419231942,-8.751944751877561,-1.3484674129780772
1027,106D_06244_131313,2016-09-07,96.8631,27.5327,-169.5622,13.9903,2.3296,33.8179,877985.901,23:30:08.854131,A,D,1.7288490813809334,15.05601262072524,16.141633136908123
1028,106D_06445_131313,2016-09-07,96.4781,25.5376,-169.4672,13.9921,2.3296,33.8467,877985.901,23:30:41.949616,A,D,0.0,-104.08498240697331,-23.157673397437794
1029,106D_06644_131313,2016-09-07,96.0691,23.5406,-169.3798,13.9948,2.3296,33.8713,877985.901,23:31:15.046127,A,D,19.98184026097954,-136.98976214139165,-59.99741714926644
1040,107D_05092_141313,2016-09-20,74.6336,39.0711,-169.9397,13.9602,2.3296,33.7646,879777.0014,1:05:42.423657,A,D,3.3276185706755212,-27.86784262667959,57.5235285362022
1041,107D_05486_131313,2016-09-08,73.7747,35.1101,-169.8325,13.9723,2.3296,33.7214,878674.1202,1:06:47.699810,A,D,0.0,-36.690757674562064,31.42117012360209
1042,107D_05686_131313,2016-09-08,73.3653,33.1139,-169.76,13.974,2.3296,33.7619,878674.1202,1:07:20.796322,A,D,0.0,-95.17484229231609,44.184494776548895
1043,107D_05886_131313,2016-09-08,72.9533,31.1204,-169.6869,13.9739,2.3296,33.7985,878674.1202,1:07:53.893861,A,D,0.0,-65.70416610529666,-2.65379179481209
1044,107D_06085_131313,2016-09-08,72.5339,29.1273,-169.6148,13.981,2.3296,33.8619,878674.1202,1:08:26.987290,A,D,0.0,-42.09715124605303,20.386308851588716
1045,107D_06286_131313,2016-09-08,72.1337,27.2161,-169.5412,13.985,2.3296,33.8906,878676.4498,1:08:58.700413,A,D,0.0,-18.14118325989347,62.47813984127107
1050,108D_05237_030413,2016-12-01,49.7868,38.1356,-169.889,13.961,2.3296,33.7651,879320.2409,2:44:42.091654,A,D,0.0,-37.694720738525426,50.85064347064783
1052,108D_05585_121313,2016-09-20,48.899,34.1596,-169.795,13.9718,2.3296,33.8431,879321.4056,2:45:48.659844,A,D,47.55106957376177,-25.93901169211664,44.723150120201126
1053,108D_05781_131313,2016-09-20,48.4605,32.163,-169.7374,13.976,2.3296,33.8776,879321.4056,2:46:21.758412,A,D,47.66615499653013,-30.76212916019133,48.13340933515475
1054,109D_04925_131313,2016-09-08,25.6893,40.7211,-169.934,13.9487,2.3296,33.7648,880227.6053,4:22:43.510590,A,D,6.0221807189816206,-24.30715129373364,-19.45383133396907
1055,109D_05155_171613,2016-09-08,25.1685,38.4589,-169.8978,13.9559,2.3296,33.8469,880225.2757,4:23:21.168381,A,D,44.52024843162023,14.240119847852123,50.61601730220047
1059,111A_03775_131006,2019-05-08,157.9297,51.9741,-10.1599,13.9268,2.3296,39.3748,881230.4818,7:16:13.552883,A,A,0.0,-36.398006464757295,59.81964864686258
1063,112A_05300_030808,2019-05-14,136.9661,37.0119,-10.1285,13.9642,2.3296,39.5232,879088.675,8:50:07.427501,B,A,23.919445986319467,-8.231896927385831,56.1955190685125
1064,112A_05454_131213,2017-10-27,137.3081,35.4373,-10.172,13.9681,2.3296,39.5527,879088.675,8:49:35.822585,B,A,40.06307076171164,-6.184199821242472,26.538139519567906
1065,112A_09051_071616,2020-10-23,119.9949,-0.4226,-11.9978,14.0482,2.3296,39.595,878246.2055,10:18:45.316391,B,A,38.193980039198074,8.595526577698413,88.97149795254558
1099,114A_05193_131313,2016-09-08,87.3648,38.0643,-10.0998,13.9735,2.3296,33.7906,879257.8419,12:08:23.921293,A,A,0.0,-2.806041508885501,19.555884199885956
1100,114A_05391_131313,2016-09-08,87.8493,36.0767,-10.1208,13.9774,2.3296,33.8279,879257.8419,12:07:50.824782,A,A,0.0,-29.968139871711465,34.164984649976624
1101,114A_05591_131313,2016-09-08,88.2832,34.0867,-10.1777,13.9813,2.3296,33.8635,879257.8419,12:07:17.729297,A,A,0.0,4.411452939008981,10.978887553070672
1102,114A_05790_131313,2016-09-08,88.717,32.0942,-10.239,13.9893,2.3296,33.9294,879257.8419,12:06:44.628674,A,A,0.0,180.9116059923256,49.691492566517304
1103,114A_05990_131313,2016-09-08,89.1297,30.1021,-10.315,13.9919,2.3296,33.9609,879257.8419,12:06:11.533190,A,A,0.0,19.0063142194043,60.68497571816824
1104,114A_06191_131313,2016-09-08,89.5369,28.0998,-10.3983,13.9913,2.3296,33.9913,879257.8419,12:05:38.429484,A,A,20.218157159705182,24.157278115893867,73.03769493911877
1105,114A_06391_131313,2020-03-15,89.9185,26.1033,-10.4951,13.9934,2.3296,39.7025,879215.7433,12:05:21.612118,A,A,14.457727770986253,33.48117294955329,97.46714694342961
1109,114D_07092_131313,2017-03-07,-102.3355,19.0622,-169.1704,14.0103,2.3296,33.9337,878074.9235,12:42:22.763527,A,D,0.0,-3.0200257081912354,5.280603229471967
1113,115A_05210_131313,2016-09-20,62.6792,37.9034,-10.126,13.9653,2.3296,33.7626,879027.2152,13:47:06.523042,A,A,0.0,0.44812734927797654,30.236414252283694
1114,115A_05409_131313,2016-09-20,63.1363,35.9146,-10.1636,13.9708,2.3296,33.8001,879027.2152,13:46:33.421392,A,A,0.0,-6.893765468671544,8.692646585162615
1117,115A_06007_131313,2016-09-20,64.4232,29.9368,-10.3501,13.9851,2.3296,33.9322,879027.2152,13:44:54.114382,A,A,0.0,12.175076550295161,27.948195432304715
1118,115A_06206_131313,2016-09-20,64.8388,27.9433,-10.4266,13.9893,2.3296,33.9615,879027.2152,13:44:21.020954,A,A,0.0,11.830272761140103,54.282761732368954
1119,115A_06395_111113,2016-09-20,65.2308,26.0295,-10.5067,13.9919,2.3296,33.9896,879027.2152,13:43:49.292415,A,A,0.0,20.847873302067725,68.30480231056468
1124,115D_04999_131313,2017-03-07,-122.606,39.9857,-169.927,13.9538,2.3296,33.7133,879618.4248,14:15:20.088466,A,D,66.07407839310686,1.580073500515289,-7.471837146721368
1125,116A_04861_050200,2016-09-08,36.7134,41.5036,-10.3687,13.9556,2.3296,33.6996,852542.7577,15:26:51.486498,A,A,-220.90364321007397,-36.84736188690717,44.593640784962446
1126,116A_04961_171411,2020-06-13,37.4053,40.5649,-10.0654,13.9617,2.3296,39.5131,879886.0507,15:26:13.311385,B,A,38.16903688470916,24.494282355732402,43.07595624392851
1127,116A_05167_121313,2016-09-08,37.9173,38.3317,-10.1046,13.9629,2.3296,33.7806,879319.9081,15:25:57.754256,A,A,25.11193863206038,47.65387865499504,68.10457777231362
1128,116A_05582_141515,2016-09-08,38.8261,34.1846,-10.2125,13.9741,2.3296,33.8915,879319.9081,15:24:48.802676,A,A,27.288401513361155,30.607569785235707,38.31406431129719
1131,116A_07783_141305,2019-05-02,43.3412,12.1632,-11.1999,14.0248,2.3296,39.6981,878036.0456,15:18:13.502142,B,A,10.122792769257156,7.737213556807151,-23.495476049298723
1135,117A_04827_031113,2016-09-08,12.5137,41.4093,-10.0628,13.9543,2.3296,33.834,880144.7394,17:05:33.544589,A,A,-10.544641433089447,42.56118333549493,-34.013249707364366
1139,118A_02381_080510,2020-06-01,-20.3612,66.2785,-12.0433,13.9002,2.3296,39.0896,881678.1496,18:50:52.478747,B,A,34.155434870872696,-7.008029234550599,46.77771399280143
1143,118D_12767_121313,2020-07-25,144.9161,-37.6932,-163.463,14.0681,2.3296,38.6845,882783.1349,19:33:31.541748,A,D,0.0,-61.77609031457099,55.916057006894356
1146,119D_05372_141313,2017-03-07,137.8241,36.266,-169.8444,13.9628,2.3296,33.7726,879111.7451,20:51:20.050486,A,D,-14.695080655792575,3.172915850486144,12.661384806598964
1147,119D_05525_040809,2017-09-03,137.4363,34.6058,-169.8143,13.9697,2.3296,39.5939,879115.2394,20:51:56.477003,A,D,6.064289688222576,1.7505093302121155,-9.141594006861155
1170,121D_05072_131313,2019-06-20,89.0597,39.2611,-169.9534,13.9555,2.3296,39.6623,881157.8252,0:07:34.994093,B,D,70.28446271161208,-75.55616985828345,109.05850405950972
1173,121D_05668_131313,2016-09-21,87.7384,33.2889,-169.8001,13.9773,2.3296,33.8415,879198.9373,0:09:42.571865,A,D,9.190360683384,-9.275819481410144,42.22680140986439
1174,121D_05867_131313,2016-09-21,87.3122,31.2961,-169.7331,13.9851,2.3296,33.9096,879201.2668,0:10:15.673516,A,D,-17.048732818669095,-28.01000795256117,42.38902835653021
1176,121D_06267_131313,2016-09-21,86.5066,27.3027,-169.5649,13.9932,2.3296,33.97,879198.9373,0:11:21.867568,A,D,35.31310926962128,-29.42269970991776,33.81031499630864
1184,122D_04974_131313,2016-09-09,64.6791,40.2317,-169.9179,13.9541,2.3296,33.6534,879026.5497,1:46:31.077262,A,D,0.0,-14.973219906976714,62.067774213794856
1185,122D_05173_131313,2016-09-09,64.2199,38.2434,-169.8866,13.9576,2.3296,33.694,879026.5497,1:47:04.177885,A,D,0.0,-10.09702171338322,61.970649473347464
1186,122D_05372_131313,2016-09-09,63.7714,36.2566,-169.8449,13.9613,2.3296,33.7332,879026.5497,1:47:37.274396,A,D,0.0,-36.79220401110027,50.124582044471396
1188,122D_05771_131313,2016-09-09,62.8838,32.2716,-169.7421,13.9764,2.3296,33.8419,879026.5497,1:48:43.467420,A,D,0.0,-17.19135184537684,42.108790698405706
1189,122D_05971_131313,2016-09-09,62.4727,30.2786,-169.6667,13.9773,2.3296,33.8746,879026.5497,1:49:16.563932,A,D,0.0,-16.872512086206928,38.960982545169934
1190,122D_06170_131313,2016-09-09,62.0558,28.2858,-169.5914,13.9848,2.3296,33.9341,879027.7145,1:49:49.654278,A,D,0.0,-25.203351351123437,42.92399912965582
1191,122D_06369_131313,2016-09-09,61.6428,26.3238,-169.5146,13.9896,2.3296,33.9607,879027.7145,1:50:22.743595,A,D,0.0,-21.394324862081902,20.995584907142558
1193,122D_06480_030202,2016-09-09,61.4236,25.3268,-169.4769,13.9911,2.3296,33.9835,879026.5497,1:50:40.661879,A,D,0.0,7.1741768258998055,65.74344385965277
1198,123D_04534_131313,2016-09-09,41.0477,44.6406,-169.948,13.94,2.3296,33.5898,879671.6719,3:24:02.281387,A,D,35.854169802325025,-31.36763657935131,-4.1021348795921515
1199,123D_04674_090603,2016-09-09,40.6121,42.9833,-169.9655,13.9497,2.3296,33.6759,879671.6719,3:24:29.855648,A,D,51.265729257615774,-20.215615655260752,21.98603289276736
1201,123D_05095_141313,2016-09-09,39.683,39.0383,-169.9208,13.9579,2.3296,33.7586,879671.6719,3:25:35.595421,A,D,746.1873035688988,-199.73759822638954,1.6923260021757367
1202,123D_05293_121313,2016-09-09,39.252,37.044,-169.8677,13.9602,2.3296,33.7986,879671.6719,3:26:08.755655,A,D,48.282724766282314,-37.452419672195035,24.50948805554133
1212,124D_04017_131313,2016-09-09,17.6989,49.8025,-169.8837,13.927,2.3296,33.5236,880393.0042,5:01:20.658065,A,D,44.428482245891566,-22.51534007903151,43.48556856742432
1214,124D_04414_131313,2016-09-09,16.6505,45.8389,-169.9503,13.9373,2.3296,33.6562,880393.0042,5:02:26.860339,A,D,31.885134707332277,-26.67752090941757,48.38246491682584
1215,124D_04599_131308,2016-09-09,16.1587,43.8825,-169.9576,13.9411,2.3296,33.6999,880393.0042,5:02:59.475851,A,D,37.86699352784385,54.226734240870066,95.27571402970149
1216,124D_04854_171313,2016-09-09,15.6169,41.5937,-169.9381,13.948,2.3296,33.7854,880391.8394,5:03:37.608476,A,D,0.5008862804521019,111.04966916932244,99.7558734339903
1218,124D_05291_081406,2016-09-09,14.5166,36.8408,-169.8638,13.9596,2.3296,33.9071,880391.8394,5:04:56.714505,A,D,24.37275379719837,-39.88070254994037,17.784844059476857
1222,125A_13317_141516,2019-12-29,171.5033,-43.2883,-18.0189,14.0666,2.3296,38.7351,885963.5456,7:30:19.613196,B,A,37.94664617362685,42.215775433301296,-108.68694238621767
1227,127A_09749_121312,2019-05-03,111.2442,-7.4818,-12.5318,14.0554,2.3296,39.4802,878657.3732,10:57:42.772715,B,A,13.840929523335017,-34.46055743781142,26.269002288192564
1230,127D_10619_131313,2017-03-02,-70.8332,-16.2008,-166.6645,14.0716,2.3296,33.6355,879701.3498,10:15:04.419712,B,D,-398.8508071486946,-5.48359381208324,-61.50532134157803
1232,128A_04973_131313,2016-09-09,101.2359,40.2697,-10.077,13.9608,2.3296,33.6438,878719.5467,11:11:24.709414,A,A,0.0,-20.680924010839647,32.26968029593887
1233,128A_05172_131313,2016-09-09,101.6999,38.2831,-10.1051,13.9677,2.3296,33.6839,878719.5467,11:10:51.606734,A,A,0.0,-20.56385999718443,39.1451802312568
1237,128A_05969_131313,2016-09-09,103.4422,30.3169,-10.3289,13.9877,2.3296,33.8898,878719.5467,11:08:39.222742,A,A,43.58332563046644,-9.468300046760346,48.959596689091676
1248,128D_09016_110500,2017-03-08,-91.2565,-0.1154,-168.0465,14.0434,2.3296,33.8573,851154.1723,11:50:02.954691,A,D,35.193345743151944,-32.57221998632868,5.715174373682541
1253,129A_05337_131313,2016-09-09,77.4346,36.6394,-10.1106,13.9741,2.3296,33.795,879257.8419,12:49:08.888093,A,A,0.0,4.851563855882631,41.98310553472737
1254,129A_05535_131313,2016-09-09,77.8713,34.6528,-10.1637,13.9811,2.3296,33.8677,879257.8419,12:48:35.790554,A,A,0.0,15.96114164241651,54.34117416659566
1256,129A_05935_131313,2016-09-09,78.6828,30.6617,-10.3175,13.9809,2.3296,33.9332,879257.8419,12:47:29.598557,A,A,0.0,-1.9614694326590056,51.03243712322266
1260,129D_05647_131313,2017-03-08,-109.6488,33.5178,-169.7768,13.9737,2.3296,33.8464,879205.4267,13:19:31.657670,A,D,0.0,17.01344541272493,-63.2623266733787
1264,130A_04565_161616,2019-11-29,50.8547,44.3456,-10.0717,13.9467,2.3296,39.3157,878926.7113,14:30:20.898895,A,A,0.0,-1.2879252899058657,53.788166872170336
1265,130A_05394_131213,2019-11-29,52.8279,36.0651,-10.1534,13.9707,2.3296,39.5056,878926.7113,14:28:02.958734,A,A,0.0,9.377660943910174,-41.204898696374585
1266,130A_05590_131313,2019-11-29,53.2555,34.1029,-10.208,13.9764,2.3296,39.5457,878926.7113,14:27:30.341167,A,A,0.0,12.388031464260962,40.37428403125997
1269,130A_06188_131313,2016-09-09,54.5193,28.1229,-10.4185,13.9897,2.3296,33.985,879063.1571,14:25:32.154505,A,A,0.0,23.488696871397078,-14.207115692860418
1271,130A_06402_151514,2016-09-09,54.9457,25.9854,-10.5127,13.9934,2.3296,34.0113,879063.1571,14:24:56.720826,A,A,0.0,25.894191389536346,-12.809248820549891
1273,130A_09212_131313,2019-05-09,36.0283,-2.1163,-12.1221,14.0521,2.3296,39.5879,878399.0655,15:56:07.237833,A,A,0.0,6.006987159231284,-90.9031048356429
1274,130A_09412_131313,2019-05-09,36.4582,-4.1143,-12.2711,14.0543,2.3296,39.5474,878399.0655,15:55:34.137209,A,A,0.0,13.784246804791614,-87.8735735856803
1285,131D_03002_121313,2017-05-31,-151.8946,59.2935,-169.0693,13.906,2.3296,33.5216,882381.1191,16:29:43.435810,A,D,0.0,-2.3291117086437234,-47.821996078886606
1288,132A_04801_121009,2019-06-20,2.1438,41.893,-10.037,13.9516,2.3296,39.5515,880624.0227,17:46:22.348331,B,A,0.5040882104907547,-33.64512791253832,86.82244959362129
1295,134D_04757_131313,2017-08-29,128.9319,42.4108,-169.9427,13.9468,2.3296,33.747,880144.7985,21:30:12.960091,B,D,6.5449548582660615,5.294422712402792,-25.961255517480136
1298,134D_07892_131210,2017-03-08,122.354,11.0443,-168.7322,14.0227,2.3296,33.9428,877687.2179,21:39:26.788336,A,D,61.870961301756445,-17.347029470717533,-21.944678266522438
1301,134D_08966_081302,2020-08-07,120.1411,0.3575,-168.0577,14.0425,2.3296,39.6077,877952.788,21:42:50.390504,A,D,33.96175079700377,2.7840951607665594,6.672569869214883
1317,135D_05819_131313,2016-09-21,101.8372,31.7891,-169.7374,13.9797,2.3296,33.8605,879014.9018,23:12:31.445037,A,D,-36.27827181294663,-4.053797439749736,96.22300384996093
1318,135D_06019_131313,2016-09-21,101.4199,29.7959,-169.6638,13.9836,2.3296,33.8936,879014.9018,23:13:04.541549,A,D,9.824209271101996,12.73547830677243,43.1828734232238
1320,135D_06418_131313,2016-09-21,100.6226,25.804,-169.4886,13.9922,2.3296,33.9806,879014.9018,23:14:10.742796,A,D,0.0,5.124269426330839,46.76163012348546
1322,135D_08570_121708,2017-03-08,96.2383,4.0337,-168.3058,14.0375,2.3296,33.8927,877779.5684,23:20:07.415215,A,D,26.271014365155576,-10.936655714864235,22.630378427562754
1332,136D_05250_131414,2016-09-22,78.4054,37.4767,-169.8947,13.9628,2.3296,33.7797,879408.7642,0:49:41.553199,A,D,19.96440031091998,-28.174537682996206,39.92099850082324
1336,136D_05854_131313,2016-09-22,77.0889,31.4418,-169.7224,13.9817,2.3296,33.9234,879409.929,0:51:21.756431,A,D,64.90800125598079,-19.910893283074497,19.317072640145874
1337,136D_06053_131313,2016-09-22,76.6919,29.4466,-169.6376,13.9801,2.3296,33.9548,879409.929,0:51:54.856025,A,D,-66.86003275670205,82.52281791118598,79.02766843017136
1338,137A_03844_131313,2019-05-04,-123.8119,51.5648,-10.1653,13.932,2.3296,39.2515,879799.8569,2:02:44.105546,B,A,13.509505417191916,-15.722443926224111,13.509505417191914
1339,137A_04036_121213,2019-05-04,-123.2581,49.5847,-10.1027,13.9352,2.3296,39.301,879799.8569,2:02:11.008006,B,A,-1.1442495591001578,-11.21256354241248,-1.1442495591001578
1340,137A_04234_141413,2019-05-04,-122.7414,47.6862,-10.0583,13.9387,2.3296,39.3483,879799.8569,2:01:39.285634,B,A,-83.30478998497482,52.83542710830086,-83.30478998497482
1341,137A_04439_131313,2019-05-04,-122.2041,45.6204,-10.0334,13.9469,2.3296,39.3992,879799.8569,2:01:04.806760,B,A,-44.54549503561117,1.3948604928252673,71.89269076166201
1343,137A_04835_131313,2019-05-04,-121.2301,41.6497,-10.0409,13.9548,2.3296,39.4945,879801.0217,1:59:58.608596,B,A,5.554204868688205,-6.546222356621055,8.253688968933758
1344,137A_05034_131313,2019-05-04,-120.7707,39.6612,-10.0701,13.9612,2.3296,39.5401,879801.0217,1:59:25.512085,B,A,-6.165583911268135,-3.81458180925758,13.889432312158647
1347,137D_04960_131313,2018-12-29,54.4247,40.3854,-169.9205,13.9513,2.3296,39.4206,879060.1618,2:27:48.640185,A,D,0.0,-25.378955236142573,35.8653521518754
1349,137D_05365_151309,2020-04-10,53.5137,36.4678,-169.8612,13.9631,2.3296,39.5114,879061.3266,2:28:58.991568,A,D,0.0,-17.40773421180223,44.475913948599455
1350,137D_05562_131313,2016-12-03,53.0511,34.3658,-169.8045,13.968,2.3296,33.7971,879232.8823,2:29:17.367881,A,D,0.0,-22.991118085865615,43.822707793048146
1351,137D_05761_131313,2016-09-22,52.6213,32.3736,-169.7432,13.9708,2.3296,33.8355,879232.8823,2:29:50.923541,A,D,0.0,-39.30375733229267,24.1039626682461
1352,137D_05960_131313,2016-09-22,52.2064,30.3816,-169.6706,13.9802,2.3296,33.9018,879232.8823,2:30:24.021080,A,D,0.0,-23.15415220746945,36.442641201289156
1353,137D_06141_131108,2016-09-22,51.7991,28.4666,-169.6013,13.9843,2.3296,33.932,879234.0471,2:30:55.737286,A,D,0.0,-35.27431400222209,39.693423050236575
1373,141A_04773_020709,2019-05-16,139.8251,42.4398,-10.0451,13.9506,2.3296,39.4415,879505.6666,8:35:10.483283,B,A,154.71537749504665,-41.14856667974013,27.231600738254688
