,frame,master,center_lon,center_lat,heading,azimuth_resolution,range_resolution,avg_incidence_angle,centre_range_m,centre_time,s1AorB,opass,s1ab_offset_mm4,vel4,podoff4
1375,141A_05118_131311,2019-05-04,140.6759,38.7683,-10.0961,13.9627,2.3296,39.5252,879505.6666,8:34:08.862680,B,A,-5.431881499575307,-33.94014226800119,61.19955224292587
1385,142A_07411_111313,2019-05-04,120.7482,15.9469,-10.9923,14.017,2.3296,39.6548,877663.3157,10:06:34.812942,B,A,29.717694275494924,5.988642078650401,23.546971893876968
1386,142A_07606_131313,2019-05-04,121.1491,13.948,-11.1007,14.0231,2.3296,39.6583,877663.3157,10:06:01.718485,B,A,-33.0987134785178,0.40676886126020506,-32.28903628216274
1393,142D_08746_141313,2017-03-03,-76.8752,2.5376,-168.2062,14.0443,2.3296,33.869,877814.0717,10:51:02.037467,B,D,-22.153366797621874,-51.78249823033303,20.896808888171154
1399,143A_04999_131313,2016-09-10,91.0231,40.0077,-10.0724,13.9596,2.3296,33.6546,878890.1039,11:52:28.993059,A,A,0.0,0.06655952288068835,36.82918867765338
1400,143A_05218_171611,2016-09-10,91.5512,37.7446,-10.1057,13.9742,2.3296,33.7338,878890.1039,11:51:51.280795,A,A,0.0,2.0546701518881845,51.84759172382565
1402,143A_05452_131313,2016-09-10,92.0861,35.4817,-10.1417,13.9779,2.3296,33.7712,878890.1039,11:51:13.628142,A,A,0.0,-5.856670501861611,45.46973402570027
1403,143A_05651_131313,2016-09-10,92.5212,33.4909,-10.1989,13.9841,2.3296,33.8409,878890.1039,11:50:40.534713,A,A,0.0,-25.552143318167847,-38.6349710657644
1405,143A_06050_131313,2016-09-10,93.3505,29.5062,-10.3465,13.9926,2.3296,33.9076,878890.1039,11:49:34.336550,A,A,0.0,10.511749703881316,78.24252075080167
1408,143A_06650_131313,2016-09-22,94.5275,23.5082,-10.6238,14.0012,2.3296,33.8833,877986.2338,11:47:55.475014,A,A,-118.54282017842586,51.71046712352281,-34.66650861998132
1417,144A_05070_131313,2016-09-22,66.4776,39.2986,-10.0993,13.9584,2.3296,33.6802,878941.0214,13:31:02.368770,A,A,0.0,-4.4216911544559725,53.9401495746287
1419,144A_05476_141414,2016-09-22,67.3985,35.2405,-10.1813,13.9744,2.3296,33.7961,878941.0214,13:29:54.793384,A,A,0.0,0.5873627307262763,51.97956839691764
1420,144A_05684_131313,2016-09-22,67.8689,33.1644,-10.2303,13.981,2.3296,33.8651,878941.0214,13:29:20.317594,A,A,0.0,-2.444293651184954,49.789383336564256
1427,144D_05102_121313,2017-03-09,-118.7319,38.9509,-169.9119,13.9601,2.3296,33.7562,879496.1228,13:59:09.961290,A,D,46.76141860879457,5.826765471219938,31.75201748012831
1428,144D_05298_131313,2017-03-21,-119.1751,36.9909,-169.8714,13.964,2.3296,33.799,879497.2876,13:59:42.803705,A,D,49.27411600586727,-61.714841926186466,2.8284680423647677
1430,145A_04550_131313,2016-09-10,40.6185,44.3084,-10.044,13.9488,2.3296,33.6378,879358.5122,15:11:10.015723,A,A,18.14759428737245,1.895221377826545,40.157478567154435
1431,145A_04722_031313,2016-09-10,41.0453,42.5136,-10.0565,13.9526,2.3296,33.6806,879358.5122,15:10:40.081684,A,A,-20.56400275398672,-5.568735095399555,30.481071125325318
1433,145A_05152_131313,2016-09-10,42.006,38.4854,-10.0956,13.9646,2.3296,33.8018,879358.5122,15:09:32.992438,A,A,-8.464442330364353,30.31423823054018,15.30769828474335
1434,145A_05351_131313,2016-09-10,42.44,36.4954,-10.1468,13.9682,2.3296,33.8394,879358.5122,15:08:59.887703,A,A,-3.199867055002587,15.530441042268562,31.655598528003566
1435,145A_05550_131313,2016-09-10,42.8694,34.5037,-10.2044,13.9719,2.3296,33.8774,879358.5122,15:08:26.792220,A,A,-14.935914760927796,21.8322475623837,41.492481311843775
1436,145A_05749_131313,2016-09-10,43.3019,32.5111,-10.2636,13.9757,2.3296,33.9152,879358.5122,15:07:53.693652,A,A,-17.589344591085332,22.598782408523356,36.82526755066125
1437,145A_05949_131313,2016-09-10,43.546,31.4325,-10.2926,13.9757,2.3296,33.9152,879358.5122,15:07:35.767146,A,A,6.716332428539679,27.61569375928271,-20.102809344595393
1444,146D_12613_231107,2019-11-30,174.0005,-37.2499,-163.6454,14.0677,2.3296,38.9692,885435.3415,17:38:08.501375,A,D,48.247114600172026,-41.311520538743345,109.44551476476258
1447,146D_13495_001212,2019-11-30,170.048,-44.9377,-161.0924,14.0711,2.3296,40.6705,908196.3293,17:40:21.374590,A,D,23.96210505019748,-25.235280052363027,62.66199762611436
1451,147A_02488_131211,2017-04-02,-15.6082,65.047,-11.7187,13.9016,2.3296,39.1703,882341.683,18:34:23.858905,A,A,-78.3405230381008,5.048028888502372,-18.29354690658356
1461,149A_11032_131313,2019-05-04,-68.7358,-20.3236,-13.7751,14.0689,2.3296,39.1918,880080.5691,23:06:29.844585,B,A,28.396392426262874,32.788455417565245,65.51895395462577
1463,149A_11428_131313,2019-05-04,-67.6537,-24.2876,-14.2668,14.0753,2.3296,39.0304,880080.5691,23:05:23.647450,B,A,21.82614711673137,6.885299075637705,26.43833639461238
1478,150D_05704_131313,2016-09-22,91.7874,32.9411,-169.783,13.9777,2.3296,33.802,878914.0651,23:53:21.016297,A,D,48.41578111341447,-13.103187169123307,27.976445371448186
1479,150D_05903_131313,2016-09-22,91.3605,30.9487,-169.7161,13.9849,2.3296,33.8702,878915.2299,23:53:54.111781,A,D,68.98100351211556,-17.387415276682162,28.560756506529664
1481,150D_06303_131313,2016-09-10,90.5662,26.9538,-169.5421,13.9912,2.3296,33.8351,878075.4227,23:54:59.858222,A,D,70.08054321895264,-20.71405774055232,16.80693536105854
1483,150D_06703_131313,2016-09-10,89.7848,22.9558,-169.3515,13.9954,2.3296,33.8863,878075.4227,23:56:06.062551,A,D,90.2577762385974,-33.38543598908375,20.733238799642685
1484,150D_06725_151616,2020-10-31,89.7252,22.7081,-169.3451,13.9944,2.3296,39.7335,878942.1862,23:56:36.051501,A,D,95.95214257284121,14.210877960546407,31.34505858320775
1489,151D_05241_131313,2016-09-11,68.1656,37.5683,-169.8827,13.9633,2.3296,33.7081,879111.5787,1:30:48.155427,A,D,0.0,-16.246018267703622,29.411957190082354
1490,151D_05440_131313,2016-09-11,67.7146,35.5781,-169.8396,13.9668,2.3296,33.7854,879111.5787,1:31:21.251939,A,D,0.0,-13.38109387366703,44.239559274613185
1492,151D_05838_131313,2016-09-11,66.8544,31.5953,-169.7186,13.9767,2.3296,33.8565,879112.7435,1:32:27.445991,A,D,0.0,-23.93143595058576,16.151312497119477
1493,151D_06038_131313,2016-09-11,66.4309,29.5989,-169.648,13.9829,2.3296,33.9204,879112.7435,1:33:00.539420,A,D,0.0,-35.61434963941758,1.757859809515813
1494,151D_06237_131313,2016-09-11,66.0341,27.6046,-169.5614,13.9867,2.3296,33.9492,879111.5787,1:33:33.637987,A,D,0.0,-22.491952667071942,50.84538495100617
1495,151D_06412_110910,2016-09-11,65.6685,25.8337,-169.4879,13.9899,2.3296,33.9757,879111.5787,1:34:03.015998,A,D,0.0,-35.72709164016942,28.83357088982427
1498,152D_04762_131313,2016-09-11,44.5811,42.3602,-169.9583,13.9452,2.3296,33.7081,880063.2047,3:08:12.981746,A,D,61.57045605517928,-10.115329031993737,46.58824951458708
1501,152D_05159_131313,2016-09-11,43.6537,38.3889,-169.9058,13.9591,2.3296,33.8321,880063.2047,3:09:19.178882,A,D,42.7316075933652,-2.4537708669727265,64.08706797651904
1502,152D_05358_131313,2016-09-11,43.2021,36.3954,-169.8644,13.9639,2.3296,33.8713,880063.2047,3:09:52.276420,A,D,65.37934346022699,-39.1092961777865,36.23746412796998
1503,152D_05558_131313,2016-09-11,42.7787,34.4037,-169.8025,13.9678,2.3296,33.9453,880063.2047,3:10:25.373961,A,D,61.70380784797721,-33.477870588261204,37.016325418145584
1504,152D_05757_131313,2016-09-11,42.3501,32.4122,-169.7407,13.9715,2.3296,33.98,880063.2047,3:10:58.469445,A,D,80.55024923875956,-34.992730075068295,10.999070605340343
1506,152D_07515_131313,2016-12-16,38.7742,14.8318,-168.9458,14.0146,2.3296,33.8964,877716.3374,3:15:49.375794,A,D,0.0,-11.421572642108519,-9.71863311071079
1507,152D_07715_131313,2016-12-16,38.3511,12.831,-168.8398,14.0219,2.3296,33.8995,877716.3374,3:16:22.475389,A,D,0.0,-19.064670502225614,-5.764976542681426
1508,152D_07915_131313,2016-12-16,37.9387,10.8338,-168.7266,14.0278,2.3296,33.8956,877715.1726,3:16:55.571901,A,D,0.0,-33.3678870978147,14.295471829086646
1509,152D_08115_131313,2016-12-16,37.543,8.8328,-168.6064,14.0307,2.3296,33.8887,877716.3374,3:17:28.673552,A,D,0.0,-25.958096689410066,7.973227972129701
1510,152D_08315_131313,2016-12-16,37.1454,6.8337,-168.4829,14.0344,2.3296,33.8784,877716.3374,3:18:01.773147,A,D,0.0,-36.83696609943474,1.2568062965521467
1511,152D_08715_131313,2016-12-04,36.3164,2.8336,-168.2255,14.0387,2.3296,33.9532,878409.3821,3:19:08.476302,A,D,-243.04768471816016,56.200556872512216,71.66198200308818
1512,152D_08884_060600,2020-07-22,36.3148,1.1565,-168.1168,14.043,2.3296,36.983,851564.5671,3:19:15.504207,B,D,4.690390741048675,-20.837044340816938,33.731603919665986
1515,152D_09315_131313,2016-12-04,35.0469,-3.1609,-167.8034,14.0494,2.3296,33.8385,878409.3821,3:20:47.764811,A,D,46.071237579822906,-173.0443012325606,-8.67078800969718
1516,152D_09913_131313,2017-02-14,33.7204,-9.1506,-167.3281,14.0574,2.3296,33.6734,878452.9782,3:22:23.794236,A,D,-17.52015725783534,-48.60657793752201,71.97631597303474
1522,153D_04498_131313,2016-09-11,20.5443,44.9956,-169.96,13.9387,2.3296,33.6596,880311.4695,4:46:13.625002,A,D,26.964114580527387,-14.035266338769624,54.69605774230687
1523,153D_04699_131413,2016-09-11,20.0438,42.9574,-169.9573,13.9469,2.3296,33.7462,880311.4695,4:46:47.616708,A,D,30.349411996557972,-19.708892838158825,57.05652828818665
1528,153D_06939_131313,2017-03-04,15.2441,20.5908,-169.2405,14.0049,2.3296,33.8733,877835.0378,4:52:13.590652,B,D,-18.802369477430823,-8.434503689717854,-18.802369477430815
1534,154A_13050_121723,2019-11-25,174.2182,-40.0401,-17.1321,14.0673,2.3296,38.7592,884546.839,7:14:49.024432,B,A,-23.42651834075235,48.61976760338341,-102.29665541082383
1540,155D_02437_101011,2020-01-12,-21.8682,65.5444,-168.1379,13.8973,2.3296,39.1743,882666.3832,7:57:33.525779,B,D,-74.58190489356734,-54.59606682078955,-33.445661212918694
1543,155D_02579_100800,2020-06-10,-21.836,64.155,-167.8292,13.9001,2.3296,36.5628,855991.8408,7:58:40.649846,A,D,70.57744719366268,29.897179741394787,60.662307496926516
1547,156A_09814_081406,2018-12-30,115.4856,-8.0183,-12.5791,14.0562,2.3296,39.4866,878843.6791,10:41:48.091151,A,A,0.0,-10.624844043202135,59.457323395600035
1556,156D_11622_131313,2017-03-04,-69.4148,-26.2447,-165.4544,14.0764,2.3296,33.4678,881842.2173,10:01:24.698922,B,D,-74.92750442015492,-166.2561544114333,-9.587404290593632
1567,157A_05082_131313,2016-09-11,105.6166,39.1799,-10.0843,13.9637,2.3296,33.7511,879268.3249,10:54:39.245275,A,A,0.0,-6.858992614249846,67.82064103146857
1568,157A_05281_131313,2016-09-11,106.0659,37.1912,-10.1246,13.9681,2.3296,33.7919,879268.3249,10:54:06.143625,A,A,0.0,-18.592710181583616,47.840327582077904
1569,157A_05481_131313,2016-09-11,106.5052,35.2008,-10.1748,13.9715,2.3296,33.833,879268.3249,10:53:33.040946,A,A,0.0,-29.224385390928525,62.7263852770387
1570,157A_05680_131313,2019-06-04,106.9309,33.2052,-10.2354,13.9762,2.3296,39.5473,878691.5919,10:53:12.677752,A,A,0.0,-0.0820907386243586,94.70920634641168
1576,157D_07909_131307,2017-03-10,-85.4599,10.8262,-168.7214,14.0228,2.3296,33.9101,877663.9223,11:30:35.643714,A,D,0.0,-22.124369915735326,-75.82235205820068
1585,158A_05451_131313,2016-09-11,81.7885,35.4947,-10.1478,13.9786,2.3296,33.8299,879201.9324,12:32:22.517410,A,A,0.0,12.18753760277002,26.454615585149938
1586,158A_05650_131313,2016-09-11,82.2403,33.5061,-10.1946,13.9825,2.3296,33.8652,879201.9324,12:31:49.426037,A,A,0.0,10.35292346235482,53.19424819640684
1587,158A_05849_131313,2016-09-11,82.6656,31.5138,-10.2617,13.9885,2.3296,33.9301,879201.9324,12:31:16.327470,A,A,0.0,18.53559412316546,57.27140159614702
1589,158A_06249_131313,2016-09-11,83.4381,27.5192,-10.4446,13.9883,2.3296,33.988,879201.9324,12:30:10.127252,A,A,0.0,28.33045400876746,84.35275774121277
1591,158D_05548_131313,2017-03-10,-105.3105,34.498,-169.7999,13.9686,2.3296,33.7338,878684.7696,13:02:47.994612,A,D,0.0,-37.1885383389768,106.31825786149157
1592,159A_04395_131313,2019-12-25,54.5518,46.0422,-10.0729,13.9417,2.3296,39.2857,879067.1505,14:14:20.808346,A,A,0.0,2.4137874284334546,-6.919925319903366
1593,159A_04594_131313,2019-12-25,55.0517,44.0579,-10.0634,13.9492,2.3296,39.3344,879067.1505,14:13:47.707723,A,A,0.0,7.416456564888202,-18.088987429725787
1594,159A_04792_131313,2019-12-25,55.5351,42.0722,-10.07,13.9528,2.3296,39.3821,879067.1505,14:13:14.609155,A,A,15.79781205625873,7.985587634643844,58.71492399271617
1596,159A_04992_131313,2016-09-11,56.0042,40.0866,-10.0914,13.9566,2.3296,33.6905,879113.409,14:12:23.697605,A,A,39.55150141339025,0.8056906493219003,44.91126006252384
1597,159A_05190_131313,2016-09-11,56.4684,38.1004,-10.1194,13.9662,2.3296,33.7703,879113.409,14:11:50.596982,A,A,37.39503630541434,8.47297479497374,48.67443959734485
1598,159A_05389_131313,2016-09-11,56.9168,36.1097,-10.1619,13.9688,2.3296,33.8081,879113.409,14:11:17.495331,A,A,40.6051004172284,7.350418196555195,42.06961179009106
1600,159A_05788_131313,2016-09-11,57.7887,32.1295,-10.2734,13.9823,2.3296,33.9109,879113.409,14:10:11.298197,A,A,35.85951045330244,13.937264547221002,48.31731725551922
1601,159A_05987_131313,2016-09-11,58.2174,30.1343,-10.3398,13.9865,2.3296,33.9412,879113.409,14:09:38.200657,A,A,36.67867414946487,9.022942679943505,44.099967901680415
1603,159A_06370_101013,2016-09-11,59.0187,26.2258,-10.4993,13.9912,2.3296,33.9992,879113.409,14:08:33.378688,A,A,41.29974071448666,17.650054085161344,82.60180702046571
1604,159A_06375_101213,2020-04-05,59.0341,26.1407,-10.5014,13.9914,2.3296,39.6671,878770.8561,14:08:06.609659,B,A,48.39037480787326,11.534908522790131,-16.61700778581006
1605,159D_03893_131313,2019-06-10,-125.9923,51.0418,-169.8704,13.9289,2.3296,39.3507,880928.197,14:36:31.718433,B,D,5.62949783705546,-5.1030442824199405,5.62949783705546
1607,160A_04878_040206,2016-09-11,31.0631,41.2888,-10.0602,13.9555,2.3296,33.6867,879170.4833,15:51:28.308361,A,A,-5.712389854264725,8.104319721333185,6.702050365384701
1609,160A_05413_021615,2016-09-11,32.2967,35.7596,-10.1776,13.9697,2.3296,33.8426,879170.4833,15:49:56.301661,A,A,-12.453531265406648,7.61823577889696,114.93146482462521
1610,160A_08155_131313,2016-12-28,37.9307,8.4458,-11.4186,14.0368,2.3296,39.6507,877667.2501,15:42:22.532526,A,A,0.0,-114.66164843036846,107.74975119792934
1616,161A_04594_121313,2016-09-11,5.7247,44.0298,-10.0384,13.9473,2.3296,33.8062,880460.7278,17:30:58.477768,A,A,31.21305095940552,16.86420223023083,25.127514485746794
1618,161A_07111_131313,2020-09-26,11.1171,18.8949,-10.8459,14.0117,2.3296,39.6586,877768.2533,17:24:26.626606,A,A,0.0,1.4110200052682271,45.995880558369954
1620,162A_06192_060402,2019-03-24,-15.4359,28.1988,-10.4139,13.9855,2.3296,39.6302,878610.2236,19:05:29.686777,A,A,28.138043279592065,43.80425427070726,-68.03693160954212
1621,162D_09619_091314,2017-03-10,147.4973,-6.3082,-167.5613,14.0539,2.3296,33.8253,878753.9909,19:49:02.245074,A,D,0.0,101.75343751467281,101.53795752960941
1625,163D_05579_100804,2019-08-03,131.2335,34.355,-169.7936,13.9713,2.3296,39.5521,878662.1396,21:16:52.840057,A,D,3.616557381247018,1.7262760622398947,34.773123847319944
1628,163D_08148_061313,2019-08-03,125.7976,8.701,-168.6202,14.0316,2.3296,39.7418,878414.0412,21:23:58.067017,A,D,102.58886019931,-16.00199095849797,16.86136775194061
1631,163D_08898_091005,2017-03-10,124.431,1.1439,-168.1122,14.0425,2.3296,33.915,878063.4422,21:25:43.311996,A,D,0.0,34.06313184871699,-5.929920751704519
1639,164A_12971_071312,2019-04-11,-72.8479,-39.5371,-17.0116,14.0661,2.3296,38.882,885912.7944,23:42:14.435328,B,A,-46.11015706843341,5.408716395188623,-4.846153105402641
1641,164A_13341_131313,2019-05-05,-71.2329,-43.4018,-18.0221,14.0661,2.3296,38.6937,885912.7944,23:41:09.739000,B,A,-44.77449743317261,-97.95206629996048,-33.74701356637124
1644,164D_05472_131313,2016-09-23,106.7189,35.175,-169.8202,13.97,2.3296,33.7368,878566.2947,22:55:07.837709,A,D,67.28003518339443,10.47240038727429,27.67736825099032
1645,164D_05672_131313,2016-09-23,106.3194,33.2639,-169.7562,13.9746,2.3296,33.777,878566.2947,22:55:39.553915,A,D,0.0,0.21537242710329152,20.80186427037454
1646,164D_05871_131313,2016-09-23,105.8901,31.27,-169.693,13.9773,2.3296,33.8134,878566.2947,22:56:12.653510,A,D,0.0,1.9256596699233341,-4.137715745043824
1647,164D_06070_131313,2016-09-23,105.4723,29.2767,-169.62,13.98,2.3296,33.8457,878566.2947,22:56:45.750022,A,D,25.298959709807335,2.1204281230321174,15.278022949037666
1648,164D_06270_131313,2016-09-23,105.0474,27.2827,-169.5468,13.989,2.3296,33.9039,878566.2947,22:57:18.850645,A,D,36.57019786543081,1.4548445649564758,17.474833789044588
1649,164D_06469_131313,2016-09-23,104.6342,25.2878,-169.4643,13.9928,2.3296,33.9295,878566.2947,22:57:51.952296,A,D,0.0,-10.318608341763767,23.036295259678187
1660,165A_07753_101313,2020-04-23,-86.2956,12.3946,-11.1844,14.0226,2.3296,39.7636,878728.0328,23:57:28.650296,A,A,15.1365962117828,-68.2223876443754,61.782297970909546
1661,165A_07945_001113,2019-05-11,-85.5153,10.4706,-11.2349,14.0112,2.3296,41.8083,901964.2514,23:56:49.911834,A,A,-56.344836222233894,23.79394706938078,50.81070693079516
1666,165D_05462_131313,2016-09-24,82.0178,35.3626,-169.8614,13.974,2.3296,33.7834,879082.9583,0:33:49.364104,A,D,-869.7972704099736,188.03026941286723,58.8632809945777
1668,165D_05860_131313,2016-09-24,81.1702,31.3808,-169.7302,13.9814,2.3296,33.8547,879082.9583,0:34:55.556100,A,D,-8.176474490782258,-23.120715213397713,-7.119833349855309
1669,165D_06060_131313,2016-09-24,80.7656,29.3804,-169.6483,13.9888,2.3296,33.9185,879085.2879,0:35:28.652612,A,D,27.909145678958225,-31.061912458678922,9.191116014776844
1670,165D_06260_131313,2016-09-24,80.4085,27.4906,-169.556,13.9849,2.3296,33.9475,879085.2879,0:35:59.961818,A,D,31.101321732832,-13.518941101919985,21.460290859918576
1671,166A_04690_131313,2019-05-06,-117.4713,43.0962,-10.0363,13.952,2.3296,39.4351,879524.4694,1:43:55.306474,B,A,31.584699068413027,-9.223605463912678,31.584699068413016
1674,166A_05486_131313,2019-05-06,-115.6467,35.1406,-10.1719,13.9731,2.3296,39.6112,879523.3047,1:41:42.906037,B,A,50.83061056466529,-15.969978749708147,50.83061056466531
1675,166A_05685_131313,2019-05-06,-115.2143,33.1489,-10.2302,13.9777,2.3296,39.6501,879523.3047,1:41:09.808497,B,A,150.54367052453503,-40.30825100363163,37.10776893885889
1679,166D_05143_131313,2016-09-24,58.1153,38.5476,-169.8929,13.9542,2.3296,33.6806,879201.2668,2:11:40.887330,A,D,0.0,-39.26582623295444,20.51677556565746
1680,166D_05342_131313,2016-09-24,57.6659,36.5586,-169.8521,13.9641,2.3296,33.7596,879198.9373,2:12:13.991036,A,D,0.0,-40.98118345232608,10.677412136702966
1681,166D_05541_131313,2016-09-24,57.2066,34.5677,-169.8124,13.9673,2.3296,33.797,879198.9373,2:12:47.094742,A,D,0.0,-34.14876134840195,31.935226608981814
1682,166D_05740_131313,2016-09-24,56.7853,32.5749,-169.7466,13.9714,2.3296,33.8329,879198.9373,2:13:20.187143,A,D,0.0,-23.543481189699026,53.46486442498748
1683,166D_05940_131313,2016-09-24,56.3628,30.5853,-169.6784,13.9788,2.3296,33.8994,879198.9373,2:13:53.286738,A,D,0.0,-25.02524792487803,49.016379196959605
1684,166D_06139_131313,2016-09-24,55.9355,28.5883,-169.6081,13.9847,2.3296,33.9297,879198.9373,2:14:26.385305,A,D,0.0,-25.799220313099063,66.47180851386219
1685,166D_06336_131312,2016-09-24,55.547,26.6222,-169.5199,13.9868,2.3296,33.9579,879198.9373,2:14:58.997735,A,D,45.44536365182012,-33.97509717855522,48.72878520667229
1687,167D_05463_111100,2016-09-12,33.1252,35.3592,-169.5844,13.9642,2.3296,33.9212,853531.9896,3:51:17.165914,A,D,1.1191689002027612,134.1701541369246,93.85086351560167
1690,168D_04647_101504,2016-09-12,9.8508,43.3296,-169.9566,13.941,2.3296,33.7934,880908.8357,5:27:50.001576,A,D,27.75160792435705,51.80756379509246,0.5080239953676043
1691,168D_06724_131313,2017-03-05,5.3821,22.7426,-169.3459,13.9973,2.3296,33.9158,878421.921,5:32:46.541857,B,D,76.57010053920844,-49.150153050614556,76.57010053920841
1696,169D_00001_020800,2019-03-19,-17.7881,28.2467,-169.4013,13.985,2.3296,37.0284,852181.069,7:10:12.157370,B,D,17.02984926420094,-24.27372309062156,36.52387938150956
1704,171A_09402_131313,2019-08-28,104.3094,-4.0126,-12.2594,14.0521,2.3296,39.5755,878814.2266,11:24:09.664404,A,A,-20.852425194998588,-31.581526849086348,58.50980167823689
1711,172A_05226_111616,2016-09-12,95.6892,37.6221,-10.1102,13.9683,2.3296,33.7177,878804.5757,11:35:21.892457,A,A,0.0,-17.495590278914438,35.212459407561695
1712,172A_05237_161616,2020-10-21,95.7011,37.6192,-10.1036,13.9737,2.3296,39.4606,878811.8971,11:35:47.541567,A,A,0.0,-13.581807291474256,49.28986780645616
1714,172A_05661_131313,2016-09-12,96.6504,33.3934,-10.2052,13.9829,2.3296,33.8259,878804.5757,11:34:11.551320,A,A,0.0,-18.9753206005039,61.78492565481281
1715,172A_05860_131313,2016-09-12,97.0702,31.3991,-10.2751,13.9885,2.3296,33.8583,878804.5757,11:33:38.451725,A,A,0.0,-54.004872163783865,-20.82418011846672
1716,172A_06060_131313,2016-09-12,97.498,29.4016,-10.3449,13.9895,2.3296,33.9168,878804.5757,11:33:05.351102,A,A,0.0,-17.10482877423925,37.622987652010785
1717,172A_06260_131313,2016-09-12,97.8879,27.4067,-10.436,13.9918,2.3296,33.944,878804.5757,11:32:32.253562,A,A,0.0,-12.817161830848312,47.19904360420762
1718,172A_06459_131313,2016-09-12,98.2735,25.4097,-10.5317,13.9958,2.3296,33.9697,878804.5757,11:31:59.153968,A,A,0.0,1.5891215838436037,113.10141634758759
1721,172D_07281_171518,2020-03-31,-94.4901,17.1159,-169.0697,14.0107,2.3296,39.6626,877729.6492,12:10:19.844942,A,D,-69.5721379142181,2.690137084320086,-98.0843637203508
1722,172D_07378_050406,2020-03-31,-94.6956,16.1167,-169.016,14.0152,2.3296,39.6665,877729.6492,12:10:36.401420,A,D,-20.545056256752826,16.137371873711817,-10.71751487369259
1727,173A_05350_131313,2016-09-12,71.2408,36.5027,-10.1449,13.973,2.3296,33.7479,878950.1733,13:13:47.947717,A,A,0.0,16.27054645951069,57.70915320526535
1728,173A_05550_131313,2016-09-12,71.6947,34.5096,-10.1882,13.9735,2.3296,33.8209,878950.1733,13:13:14.848122,A,A,0.0,18.716048492385248,53.232845811120654
1730,173A_05948_131313,2016-09-12,72.5174,30.5202,-10.3349,13.9806,2.3296,33.8916,878950.1733,13:12:08.647904,A,A,0.0,33.016348497612974,57.30151680476965
1733,173D_05576_131313,2017-05-22,-115.6576,34.2074,-169.7903,13.9685,2.3296,33.7887,879031.2088,13:44:04.366576,A,D,44.39248288647573,-31.496742920146794,-0.029470863419976012
1734,173D_05770_131311,2017-07-09,-116.0755,32.2138,-169.7231,13.9717,2.3296,33.797,878773.7922,13:44:40.249220,A,D,25.574717969524013,-55.28126529861441,-9.373070088989417
1737,174A_05018_131313,2016-09-12,45.8039,39.8264,-10.0784,13.9609,2.3296,33.7033,879027.2152,14:53:27.958905,A,A,20.24103407112752,-3.4377241651424315,-3.9218204227324853
1738,174A_05216_131313,2016-09-12,46.2593,37.8384,-10.1134,13.965,2.3296,33.7431,879027.2152,14:52:54.855198,A,A,55.90590535907381,-10.032039205993494,-34.38929307910261
1740,174A_05798_131313,2016-09-12,47.5097,32.0281,-10.2843,13.9777,2.3296,33.8864,879027.2152,14:51:18.313941,A,A,28.984533209722315,24.322448920738317,23.70088057024315
1742,174A_09133_131313,2019-05-06,29.6754,-1.3121,-12.0617,14.0519,2.3296,39.568,878061.0053,16:20:20.086689,B,A,-611.5899212152182,181.04830493911254,-0.7506159803441356
1746,175A_03997_131313,2016-09-12,18.5587,50.0389,-10.116,13.9326,2.3296,33.6794,880864.5741,16:35:02.842680,A,A,17.216815969251655,18.527010465861586,63.50409629326813
1748,175A_04592_131313,2016-09-12,20.1113,44.0906,-10.037,13.9486,2.3296,33.8555,880864.5741,16:33:23.544922,A,A,10.735086284108013,-38.21264583333836,61.24827797648279
1749,175A_04791_131313,2016-09-12,20.6054,42.1044,-10.0372,13.9507,2.3296,33.8979,880864.5741,16:32:50.448410,A,A,33.30496770267165,-3.540694040612715,25.715707554607164
